Date,Year,Month,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
07/19/15,2015,7,Petro Express 30,PETRO EXPRESS 3089 0CHAPEL HILL780190719   919-968-4065 320152000547063594,35.38,debit,Groceries,Costco AmEx,,
07/19/15,2015,7,Caribou Coffee,CARIBOU COFFEE CO # 306 CARY NC,8.59,debit,Coffee Shops,COLLEGE CARD,,
07/19/15,2015,7,Patrick Janes Gourmet,PATRICK JANES GOURMET CARY NC,43.09,debit,Restaurants,COLLEGE CARD,,
07/19/15,2015,7,Target,TARGET 00009613 CARY NC,75.81,debit,Shopping,COLLEGE CARD,,
07/18/15,2015,7,Woman's Day,HMD* WOMAN'S DAY 800-288-8896 NY,5,debit,Printing,Fidelity Investments Investment Rewards Signature Visa,,
07/18/15,2015,7,Easy Click Travel,EASY CLICK TRAVEL 407-667-8700 FL,77.69,debit,Travel,Fidelity Investments Investment Rewards Signature Visa,,
07/18/15,2015,7,Hmd Food Network,HMD* FOOD NETWORK MA 186-658-7465 NY,13,debit,Food & Dining,Fidelity Investments Investment Rewards Signature Visa,,
07/18/15,2015,7,Amazon,Amazon.com AMZN.COM/BILLWA,22.75,debit,Shopping,Fidelity Investments Investment Rewards Signature Visa,,
07/18/15,2015,7,Ch Dwntwn Prkg,CH DWNTWN PRKG MOBILE PA www.parkmobilNC,1.85,debit,Service & Parts,Fidelity Investments Investment Rewards Signature Visa,,
07/18/15,2015,7,Rite Aid,RITE AID STORE #11365 CHAPEL HILL NC,15.03,debit,Pharmacy,Fidelity Investments Investment Rewards Signature Visa,,
07/18/15,2015,7,Verizon Wireless,VZWRLSS*APOCC VISE 800-922-0204 NJ,220.28,debit,Mobile Phone,Fidelity Investments Investment Rewards Signature Visa,,
07/18/15,2015,7,Sam Barbeque,SAM'S BARBEQUE CHAPEL HILL NC,17.68,debit,Restaurants,Fidelity Investments Investment Rewards Signature Visa,,
07/18/15,2015,7,Weaver Street Market,WEAVER STREET MARKETHILLSBOROUG122-10      GROCERY STORE 320151990533414203,28.72,debit,Restaurants,Costco AmEx,,
07/18/15,2015,7,Citgo,STOP QUIK CITGO NAGS HEAD NC,23.26,debit,Gas & Fuel,COLLEGE CARD,,
07/18/15,2015,7,Peppercorns,PEPPERCORNS KILL DVL HILLNC,13.61,debit,Restaurants,COLLEGE CARD,,
07/18/15,2015,7,Chili's,CHILI'S ROCKY MOUNT ROCKY MOUNT NC,32.77,debit,Restaurants,COLLEGE CARD,,
07/17/15,2015,7,Whole Foods,WHOLEFDS CHP 10008 CHAPEL HILL NC,50.31,debit,Groceries,Fidelity Investments Investment Rewards Signature Visa,,
07/17/15,2015,7,Town of Cary,TOWN-OF-CARY-UTIL-PMNT 919-462-3955 NC,43.4,debit,Fees & Charges,Fidelity Investments Investment Rewards Signature Visa,,
07/17/15,2015,7,Walgreens,WALGREENS #11547 CHAPEL HILL NC,30.05,debit,Pharmacy,Fidelity Investments Investment Rewards Signature Visa,,
07/17/15,2015,7,Best Buy,BEST BUY 00001602 DURHAM NC,96.73,debit,Electronics & Software,Fidelity Investments Investment Rewards Signature Visa,,
07/17/15,2015,7,Syd's Hair Shop Inc,SYD'S HAIR SHOP INC CHAPEL HILL NC,31,debit,Personal Care,Fidelity Investments Investment Rewards Signature Visa,,
07/17/15,2015,7,Walgreens,WALGREENS #11547 CHAPEL HILL NC,11.81,debit,Pharmacy,Fidelity Investments Investment Rewards Signature Visa,,
07/17/15,2015,7,Open Eye Cafe,OPEN EYE CAFE CARRBORO NC,12,debit,Restaurants,Fidelity Investments Investment Rewards Signature Visa,,
07/17/15,2015,7,Electronic Received Tha,ELECTRONIC PAYMENT RECEIVED-THA 320151970508728734,1048.72,credit,Credit Card Payment,Costco AmEx,,
07/17/15,2015,7,Travelocity,TRAVELOCITY.COM www.tvly.com NV,527.67,debit,Vacation,COLLEGE CARD,,
07/17/15,2015,7,North Carolina Aquarium,THE NORTH CAROLINA AQUAR MANTEO NC,11,debit,Gift,COLLEGE CARD,,
07/17/15,2015,7,Audible.com,Audible 888-283-5051 NJ,16.07,debit,Books,COLLEGE CARD,,
07/17/15,2015,7,Inst Xfer Mordeals,PAYPAL INST XFER 150717 MORDEALS JAMES COTTON,68.55,debit,Transfer,Wells Fargo Checking Acct,,
07/17/15,2015,7,Adt Broadview Online,ADT-BROADVIEW ONLINE PMT 150717,27.99,debit,Household,Schwab,,
07/17/15,2015,7,American Express,AMERICAN EXPRESS ONLINE PMT 150717,1048.72,debit,Credit Card Payment,Schwab,,
07/17/15,2015,7,Ally Financial,ALLY FINANCIAL ONLINE PMT 150717,130.81,debit,Financial,Schwab,,
07/16/15,2015,7,Weaver Street Market,WEAVER STREET MARKET - HILLSBOROUGH NC,39.01,debit,Restaurants,Fidelity Investments Investment Rewards Signature Visa,,
07/16/15,2015,7,Washington Post Digitalsubcription Dc,WPC*DIGITALSUBCRIPTION 202-334-6100 DC,9.99,debit,Reading,Fidelity Investments Investment Rewards Signature Visa,,
07/16/15,2015,7,Amazon Kindle,Amazon Services-Kindle 866-321-8851 WA,10.69,debit,Books,Fidelity Investments Investment Rewards Signature Visa,,
07/16/15,2015,7,Ch Dwntwn Prkg,CH DWNTWN PRKG MOBILE PA www.parkmobilNC,1.85,debit,Service & Parts,Fidelity Investments Investment Rewards Signature Visa,,
07/16/15,2015,7,Chili's,CHILI'S ROCKY MOUNT ROCKY MOUNT NC,18.57,debit,Restaurants,COLLEGE CARD,,
07/16/15,2015,7,Starbucks,STARBUCKS #10967 CARY Cary NC,8.62,debit,Coffee Shops,COLLEGE CARD,,
07/16/15,2015,7,YMCA,"CHC YMCA 9199425156 150716 XXXXX2071 and Vicki Cotton, Jame",83,debit,Gym,Wells Fargo Checking Acct,,
07/16/15,2015,7,Hansell Painting,HANSELL PAINTING ONLINE PMT 150716~ Tran,650,debit,Home Improvement,Schwab,,
07/15/15,2015,7,Trader Joe's,TRADER JOE'S #741 QPS CARY NC,29.76,debit,Groceries,Fidelity Investments Investment Rewards Signature Visa,,
07/15/15,2015,7,Open Eye Cafe,OPEN EYE CAFE CARRBORO NC,12.5,debit,Restaurants,Fidelity Investments Investment Rewards Signature Visa,,
07/15/15,2015,7,Acme,Acme Food & BeverageCarrboro85133315196 919-929-2263 320151960476061054,29.67,debit,Restaurants,Costco AmEx,,
07/15/15,2015,7,Mediterranean Deli,MEDITERRANEAN DELI 4CHAPEL HILL73011005196 (919)967-2666 320151960475940576,25.23,debit,Restaurants,Costco AmEx,,
07/15/15,2015,7,Irish Pub,DOHERTY'S IRISH PUB CARY0           919-449-4956 320151960480054248,47.32,debit,Alcohol & Bars,Costco AmEx,,
07/15/15,2015,7,Caribou Coffee,CARIBOU COFFEE CO # 306 CARY NC,4.3,debit,Coffee Shops,COLLEGE CARD,,
07/15/15,2015,7,Hugo's,HAN-DEE HUGOS 41 CARY NC,25.92,debit,Gas & Fuel,COLLEGE CARD,,
07/15/15,2015,7,Southeast Toyota,SOUTHEAST TOY ONLINE PMT 150715,357.45,debit,Service & Parts,Schwab,,
07/14/15,2015,7,iTunes,APL* ITUNES.COM/BILL 866-712-7753 CA,6.44,debit,Music,Fidelity Investments Investment Rewards Signature Visa,,
07/14/15,2015,7,Harris Teeter,HARRIS TEETER #0297 CARRBORO NC,42.1,debit,Groceries,Fidelity Investments Investment Rewards Signature Visa,,
07/14/15,2015,7,Online,ONLINE PAYMENT,2729.64,credit,Credit Card Payment,COLLEGE CARD,,
07/14/15,2015,7,Online,ONLINE PAYMENT,98,credit,Credit Card Payment,COLLEGE CARD,,
07/14/15,2015,7,Online Transfer Ref,ONLINE TRANSFER REF #IBECGMH49J TO COLLEGE CARD XXXXXXXXXXXX1333 ON 07/14/15,2729.64,debit,Transfer,Wells Fargo Checking Acct,,
07/14/15,2015,7,Interest,INTEREST PAYMENT,0.14,credit,Interest Income,Wells Fargo Checking Acct,,
07/14/15,2015,7,Online Transfer Ref,ONLINE TRANSFER REF #IBE2RGXRCY TO COLLEGE CARD XXXXXXXXXXXX1333 ON 07/14/15,98,debit,Transfer,Wells Fargo Checking Acct,,
07/14/15,2015,7,State Farm Bank Online,STATE FARM INS ONLINE PMT 150714,180.55,debit,Auto Payment,Schwab,,
07/14/15,2015,7,State Farm Bank Online,STATE FARM BANK ONLINE PMT 150714,491.99,debit,Auto Payment,Schwab,,
07/13/15,2015,7,Papa John's,PAPA JOHN'S #00887.COM 317-826-9595 NC,25.97,debit,Fast Food,BankAmericard Cash Rewards Signature Visa,,
07/13/15,2015,7,Sunrise Biscuit Kitchen,SUNRISE BISCUIT KITCHE CHAPEL HILL NC,4.29,debit,Fast Food,BankAmericard Cash Rewards Signature Visa,,
07/13/15,2015,7,Kroger,KROGER #342 CARY NC,54.18,debit,Groceries,COLLEGE CARD,,
07/13/15,2015,7,Sirius Radio,SXM*SIRIUSXM.COM/ACCT 888-635-5144 NY,18.35,debit,Music,Fidelity Investments Investment Rewards Signature Visa,,
07/13/15,2015,7,Whole Foods,WHOLEFDS CHP 10008 CHAPEL HILL NC,59.82,debit,Groceries,Fidelity Investments Investment Rewards Signature Visa,,
07/12/15,2015,7,Craven,247 CRAVEN 0083     NEW BERN2007        252-635-1879 320151930428241019,32.79,debit,Utilities,Costco AmEx,,
07/12/15,2015,7,Shell,SHELL OIL 53212320088 CARY NC,28.61,debit,Gas & Fuel,COLLEGE CARD,,
07/12/15,2015,7,Sweet Tomatoes,SWEET TOMATOES 85 Q14 CARY NC,26.46,debit,Groceries,COLLEGE CARD,,
07/11/15,2015,7,Rite Aid,RITE AID STORE #11365 CHAPEL HILL NC,23.61,debit,Pharmacy,BankAmericard Cash Rewards Signature Visa,,
07/11/15,2015,7,Papa John's,PAPA JOHN'S #00887.COM 317-826-9595 NC,27.58,debit,Fast Food,BankAmericard Cash Rewards Signature Visa,,
07/11/15,2015,7,Wade Willis Seafood,WADE WILLIS SEAFOOD SALTER PATH NC,50.64,debit,Sporting Goods,Fidelity Investments Investment Rewards Signature Visa,,
07/11/15,2015,7,Starbucks,STARBUCKS #11761 MOREHEADMorehead CityNC,6.62,debit,Coffee Shops,Fidelity Investments Investment Rewards Signature Visa,,
07/11/15,2015,7,Scnb Scnb,SCNB#012 SCNB INC SMITHFIELD NC,17.89,debit,Uncategorized,Fidelity Investments Investment Rewards Signature Visa,,
07/11/15,2015,7,Starbucks,STARBUCKS #10967 CARY Cary NC,6.68,debit,Coffee Shops,COLLEGE CARD,,
07/10/15,2015,7,Walgreens,WALGREENS #11547 CHAPEL HILL NC,10.73,debit,Pharmacy,BankAmericard Cash Rewards Signature Visa,,
07/10/15,2015,7,Walgreens,WALGREENS #11547 CHAPEL HILL NC,24.57,debit,Pharmacy,Fidelity Investments Investment Rewards Signature Visa,,
07/10/15,2015,7,CVS,CVS/PHARMACY #03833 CARRBORO NC,6.44,debit,Pharmacy,Fidelity Investments Investment Rewards Signature Visa,,
07/10/15,2015,7,Caju,CAJU SALON CHAPEL HILL NC,72,debit,Personal Care,Fidelity Investments Investment Rewards Signature Visa,,
07/10/15,2015,7,Harris Teeter,HARRIS TEETER #0265 MOREHEAD CITYNC,16.22,debit,Groceries,Fidelity Investments Investment Rewards Signature Visa,,
07/10/15,2015,7,Clb Ch Alum,CLB*CH Alum Newcomers CLUBEXPRESS.CIL,60,debit,Uncategorized,Fidelity Investments Investment Rewards Signature Visa,,
07/10/15,2015,7,Open Eye Cafe,OPEN EYE CAFE CARRBORO NC,12,debit,Restaurants,Fidelity Investments Investment Rewards Signature Visa,,
07/10/15,2015,7,Harris Teeter,HARRIS TEETER #0297 CARRBORO NC,5.07,debit,Groceries,Fidelity Investments Investment Rewards Signature Visa,,
07/10/15,2015,7,South Carolina Electric Gas Company,SCE&G/PSNC DRAFT 150709~ Tran: ACHDW,10.7,debit,Utilities,Schwab,,
07/09/15,2015,7,Kangaroo Exp,KANGAROO EXP # 3102 CHAPEL HILL19064023    919-968-1423 320151900380802388,36.21,debit,Gas & Fuel,Costco AmEx,,
07/09/15,2015,7,Stein Mart,STEIN MART #290 CHAPEL HILL NC,18.26,debit,Clothing,Fidelity Investments Investment Rewards Signature Visa,,
07/09/15,2015,7,The Loop Pizza Grill,THE LOOP PIZZA GRILL CHAPCHAPEL HILL NC,11.37,debit,Restaurants,Fidelity Investments Investment Rewards Signature Visa,,
07/09/15,2015,7,Thank You Bill,Payment Thank You Bill Pa,172.32,credit,Credit Card Payment,Chase VISA,,
07/09/15,2015,7,Rite Aid,RITE AID STORE #11359 CARY NC,5.8,debit,Pharmacy,COLLEGE CARD,,
07/09/15,2015,7,ATM Withdrawal,ATM WITHDRAWAL AUTHORIZED ON 07/09 129 S ESTES CHAPEL HILL NC 0002534 ATM ID 6565J CARD 2169,300,debit,Cash & ATM,Wells Fargo Checking Acct,,
07/09/15,2015,7,Chase Serv Online,CHASE CARD SERV ONLINE PMT 150709,172.32,debit,Credit Card Payment,Schwab,,
07/08/15,2015,7,AAA,AAA CAROLINAS 800-477-4222 NC,124,debit,Service & Parts,Fidelity Investments Investment Rewards Signature Visa,,
07/08/15,2015,7,Harris Teeter,HARRIS TEETER #0117 CHAPEL HILL NC,14.5,debit,Groceries,Fidelity Investments Investment Rewards Signature Visa,,
07/08/15,2015,7,Trader Joe's,TRADER JOE'S #745 QPS CHAPEL HILL NC,40.07,debit,Groceries,Fidelity Investments Investment Rewards Signature Visa,,
07/08/15,2015,7,DSW Designer Shoe Warehouse,DSW 00999953 614-8727100 OH,96.7,debit,Clothing,Fidelity Investments Investment Rewards Signature Visa,,
07/08/15,2015,7,Town Country Cleanin,TOWN & COUNTRY CLEANIN PITTSBORO NC,330,credit,Housecleaning,Fidelity Investments Investment Rewards Signature Visa,,
07/08/15,2015,7,Open Eye Cafe,OPEN EYE CAFE CARRBORO NC,11,debit,Restaurants,Fidelity Investments Investment Rewards Signature Visa,,
07/08/15,2015,7,Barnes & Noble,BARNES & NOBLE #2647 CARY NC,26.98,debit,Reading,COLLEGE CARD,,
07/08/15,2015,7,Red Bowl,Red Bowl Asian BistrChapel HillRESTAURANT 320151890365805517,12.89,debit,Restaurants,Costco AmEx,,
07/08/15,2015,7,IHOP,IHOP 3307 CARY NC,13.54,debit,Restaurants,COLLEGE CARD,,
07/08/15,2015,7,Kroger,KROGER #342 CARY NC,26.75,debit,Groceries,COLLEGE CARD,,
07/07/15,2015,7,Rite Aid,RITE AID STORE #11365 CHAPEL HILL NC,7.51,debit,Pharmacy,Fidelity Investments Investment Rewards Signature Visa,,
07/07/15,2015,7,Weaver Street Market,WEAVER STREET MARKET - HILLSBOROUGH NC,47.21,debit,Restaurants,Fidelity Investments Investment Rewards Signature Visa,,
07/07/15,2015,7,Rite Aid,RITE AID STORE #11366 CHAPEL HILL NC,9.86,debit,Pharmacy,Fidelity Investments Investment Rewards Signature Visa,,
07/07/15,2015,7,Amazon,AMAZON MKTPLACE PMTS AMZN.COM/BILLWA,65.23,debit,Shopping,Fidelity Investments Investment Rewards Signature Visa,,
07/07/15,2015,7,Red Robin,RED ROBIN 256 RED RODURHAM059608976   303-846-6000 320151880353831358,38.83,debit,Restaurants,Costco AmEx,,
07/07/15,2015,7,Late Payment Fee,LATE FEE,25,debit,Bank Fee,COLLEGE CARD,,
07/07/15,2015,7,Interest Charge Purchases,INTEREST CHARGE ON PURCHASES,21.32,debit,Finance Charge,COLLEGE CARD,,
07/06/15,2015,7,Trader Joe's,TRADER JOE'S #741 QPS CARY NC,61.7,debit,Groceries,Fidelity Investments Investment Rewards Signature Visa,,
07/06/15,2015,7,Open Eye Cafe,OPEN EYE CAFE CARRBORO NC,12,debit,Restaurants,Fidelity Investments Investment Rewards Signature Visa,,
07/06/15,2015,7,Harris Teeter,HARRIS TEETER #0117 CHAPEL HILL NC,6.12,debit,Groceries,Fidelity Investments Investment Rewards Signature Visa,,
07/06/15,2015,7,Best Buy,BEST BUY 00001602 DURHAM NC,5.36,debit,Electronics & Software,Fidelity Investments Investment Rewards Signature Visa,,
07/06/15,2015,7,Lowe's,LOWES #00487* CHAPEL HILL NC,36.51,debit,Home Improvement,Fidelity Investments Investment Rewards Signature Visa,,
07/06/15,2015,7,NY Times,NY TIMES NATL SALES 800-698-4637 NY,71.2,debit,Reading,Fidelity Investments Investment Rewards Signature Visa,,
07/06/15,2015,7,Buns,BUNS CHAPEL HILL NC,11.44,debit,Restaurants,Fidelity Investments Investment Rewards Signature Visa,,
07/06/15,2015,7,iTunes,APL* ITUNES.COM/BILL 866-712-7753 CA,6.42,debit,Music,COLLEGE CARD,,
07/06/15,2015,7,Nomadgames,GOOGLE *NOMADGAMES GOOGLE.COM/CHCA,2.59,debit,Uncategorized,COLLEGE CARD,,
07/06/15,2015,7,Trader Joe's,TRADER JOE'S #741 QPS CARY NC,32.21,debit,Groceries,COLLEGE CARD,,
07/06/15,2015,7,Blues Nc Ind,BLUES OF NC IND DRAFT 150702,1471.7,debit,Health Insurance,Schwab,,
07/06/15,2015,7,Cashdisb Tax Paymen,CASHDISB TAX PAYMEN ~ Tran: ACHDW,1977,debit,Taxes,Schwab,,
07/05/15,2015,7,Venable,VENABLE ROTISSERIE BCARRBORO10156320150 9196369468 320151860319186745,41.95,debit,Restaurants,Costco AmEx,,
07/05/15,2015,7,La Farm Bakery,LA FARM BAKERY 88430CARY919-657-0657 320151860323122669,44.82,debit,Restaurants,Costco AmEx,,
07/04/15,2015,7,Weaver Street Market,WEAVER STREET MARKET - HILLSBOROUGH NC,36.68,debit,Restaurants,Fidelity Investments Investment Rewards Signature Visa,,
07/04/15,2015,7,Nordstrom,NORDSTROM #0751 DURHAM NC,85.46,debit,Clothing,Fidelity Investments Investment Rewards Signature Visa,,
07/04/15,2015,7,Wal-Mart,WM SUPERCENTER #2137 DURHAM NC,7.65,debit,Shopping,Fidelity Investments Investment Rewards Signature Visa,,
07/04/15,2015,7,Costco,COSTCO WHSE #0249 00DURHAM000808000   9192202743 320151850317178603,136.93,debit,Household,Costco AmEx,,
07/04/15,2015,7,Container Store,CONTAINERSTORE.COM 800-733-3532 TX,129.06,debit,Furnishings,COLLEGE CARD,,
07/03/15,2015,7,UPS,THE UPS STORE 3361 CHAPEL HILL NC,16.86,debit,Shipping,Fidelity Investments Investment Rewards Signature Visa,,
07/03/15,2015,7,Bruegger's,BRUEGGERS #48 CHAPEL HILL NC,8.15,debit,Restaurants,Fidelity Investments Investment Rewards Signature Visa,,
07/03/15,2015,7,Weaver Street Market,WEAVER STREET MARKET - HILLSBOROUGH NC,47.97,debit,Restaurants,Fidelity Investments Investment Rewards Signature Visa,,
07/03/15,2015,7,Town Country Cleanin,TOWN & COUNTRY CLEANIN PITTSBORO NC,330,debit,Housecleaning,Fidelity Investments Investment Rewards Signature Visa,,
07/03/15,2015,7,Open Eye Cafe,OPEN EYE CAFE CARRBORO NC,13.25,debit,Restaurants,Fidelity Investments Investment Rewards Signature Visa,,
07/03/15,2015,7,Fearrington Granary Pittsboro,FEARRINGTON GRANARY PITTSBORO04000019205 9195422121 320151840290443378,30.62,debit,Uncategorized,Costco AmEx,,
07/03/15,2015,7,Carrabba's,CARRABBAS 8407,27.71,debit,Restaurants,Chase VISA,,
07/02/15,2015,7,Electronic,PAYMENT - ELECTRONIC,9568.67,credit,Credit Card Payment,Fidelity Investments Investment Rewards Signature Visa,,
07/02/15,2015,7,Rite Aid,RITE AID STORE #11366 CHAPEL HILL NC,25.76,debit,Pharmacy,Fidelity Investments Investment Rewards Signature Visa,,
07/02/15,2015,7,Town Country Cleanin,TOWN & COUNTRY CLEANIN PITTSBORO NC,330,debit,Housecleaning,Fidelity Investments Investment Rewards Signature Visa,,
07/02/15,2015,7,Pioneer Telephone,8008089000 PIONEERTELEPHO888-4926878 ME,2.88,debit,Home Phone,Fidelity Investments Investment Rewards Signature Visa,,
07/02/15,2015,7,Rite Aid,RITE AID STORE #11365 CHAPEL HILL NC,19.01,debit,Pharmacy,Fidelity Investments Investment Rewards Signature Visa,,
07/02/15,2015,7,Womancraft,WOMANCRAFT FINE HANDCRAFTCARRBORO NC,46.44,debit,Hobbies,Fidelity Investments Investment Rewards Signature Visa,,
07/02/15,2015,7,Fix This Trade,FIX THIS TRADE THAT,51.24,debit,Uncategorized,Chase VISA,,
07/02/15,2015,7,Fia Online Online,FIA ONLINE PYMT ONLINE PMT 150702,9568.67,debit,Credit Card Payment,Schwab,,
07/01/15,2015,7,Tom Chee Carrboro,TOM & CHEE CARRBORO CARRBORO99999995182 9198697228 320151820253326785,11.32,debit,Uncategorized,Costco AmEx,,
07/01/15,2015,7,Amazon,Amazon.com AMZN.COM/BILLWA,18.26,debit,Shopping,Fidelity Investments Investment Rewards Signature Visa,,
07/01/15,2015,7,Open Eye Cafe,OPEN EYE CAFE CARRBORO NC,10.75,debit,Restaurants,Fidelity Investments Investment Rewards Signature Visa,,
07/01/15,2015,7,Netflix,NETFLIX.COM NETFLIX.COM CA,8.59,debit,Movies & DVDs,Fidelity Investments Investment Rewards Signature Visa,,
07/01/15,2015,7,Career Md,THE CAREER(703)9429390 703-942-9390 MD,2270,debit,Ali Education,Fidelity Investments Investment Rewards Signature Visa,,
07/01/15,2015,7,Harris Teeter,HARRIS TEETER #0117 CHAPEL HILL NC,10.74,debit,Groceries,Fidelity Investments Investment Rewards Signature Visa,,
07/01/15,2015,7,eBay,PAYPAL EBAY MARKTPLC USD 402-935-7733 NE,24.99,debit,Shopping,COLLEGE CARD,,
07/01/15,2015,7,Jo-Ann Stores,JOANN FABRIC #1074 CARY NC,18.37,debit,Hobbies,COLLEGE CARD,,
07/01/15,2015,7,Rite Aid,RITE AID STORE #11359 CARY NC,13.63,debit,Pharmacy,COLLEGE CARD,,
06/30/15,2015,6,Amazon Kindle,Amazon Services-Kindle 866-321-8851 WA,2.14,debit,Books,Fidelity Investments Investment Rewards Signature Visa,,
06/30/15,2015,6,Amazon,AMAZON MKTPLACE PMTS AMZN.COM/BILLWA,8.29,debit,Shopping,Fidelity Investments Investment Rewards Signature Visa,,
06/30/15,2015,6,Starbucks,STARBUCKS #10967 CARY Cary NC,6.47,debit,Coffee Shops,COLLEGE CARD,,
06/30/15,2015,6,Food Lion,FOOD LION #0040 CARY NC,20.97,debit,Groceries,COLLEGE CARD,,
06/30/15,2015,6,Interest Paid,Interest Paid,1.16,credit,Interest Income,Schwab,,
06/29/15,2015,6,Crooks Corner,CROOKS CORNER       CHAPEL HILL18800018    919-929-7643 320151800226458393,35.6,debit,Restaurants,Costco AmEx,,
06/29/15,2015,6,Walgreens,WALGREENS #11547 CHAPEL HILL NC,22.16,debit,Pharmacy,Fidelity Investments Investment Rewards Signature Visa,,
06/29/15,2015,6,Trader Joe's,TRADER JOE'S #745 QPS CHAPEL HILL NC,51.82,debit,Groceries,Fidelity Investments Investment Rewards Signature Visa,,
06/29/15,2015,6,Neste,NEST LABS 855-469-6378 CA,9.95,debit,Gas & Fuel,Fidelity Investments Investment Rewards Signature Visa,,
06/29/15,2015,6,Weaver Street Market,WEAVER STREET MARKET - HILLSBOROUGH NC,35.6,debit,Restaurants,Fidelity Investments Investment Rewards Signature Visa,,
06/29/15,2015,6,Open Eye Cafe,OPEN EYE CAFE CARRBORO NC,12.25,debit,Restaurants,Fidelity Investments Investment Rewards Signature Visa,,
06/29/15,2015,6,Amazon Dig Misc,AMAZON DIG628361 Misc. Paym 150622 63098008D Amazon.com Payments ID#25093019,2.38,credit,Income,JDC Planning,,
06/27/15,2015,6,Spotify,ADY*Spotify USA 646-8375380 NY,10.74,debit,Music,Fidelity Investments Investment Rewards Signature Visa,,
06/27/15,2015,6,Ch Dwntwn Prkg,CH DWNTWN PRKG MOBILE PA www.parkmobilNC,1.85,debit,Service & Parts,Fidelity Investments Investment Rewards Signature Visa,,
06/27/15,2015,6,Kroger,KROGER #342 CARY NC,32.1,debit,Groceries,Fidelity Investments Investment Rewards Signature Visa,,
06/27/15,2015,6,Ch Dwntwn Prkg,CH DWNTWN PRKG MOBILE PA www.parkmobilNC,1.85,debit,Service & Parts,Fidelity Investments Investment Rewards Signature Visa,,
06/27/15,2015,6,Ch Street Parking,CH ON STREET PARKING DSI CHAPEL HILL NC,1.5,debit,Parking,Fidelity Investments Investment Rewards Signature Visa,,
06/27/15,2015,6,Food Lion,FOOD LION #0040 CARY NC,11.1,debit,Groceries,COLLEGE CARD,,
06/27/15,2015,6,Mimi's Cafe,MIMIS CAFE 118 CARY NC,27.81,debit,Restaurants,COLLEGE CARD,,
06/26/15,2015,6,Syd's Hair Shop Inc,SYD'S HAIR SHOP INC CHAPEL HILL NC,30,debit,Personal Care,Fidelity Investments Investment Rewards Signature Visa,,
06/26/15,2015,6,Weaver Street Market,WEAVER STREET MARKET - HILLSBOROUGH NC,82.8,debit,Restaurants,Fidelity Investments Investment Rewards Signature Visa,,
06/26/15,2015,6,Rite Aid,RITE AID STORE #11365 CHAPEL HILL NC,21.13,debit,Pharmacy,Fidelity Investments Investment Rewards Signature Visa,,
06/26/15,2015,6,Vapor Girl,THE VAPOR GIRL CHAPEL HILL NC,21.38,debit,Uncategorized,Fidelity Investments Investment Rewards Signature Visa,,
